"","A","R","N","D","C","E","Q","G","H","I","L","K","M","F","P","S","T","W","Y","V","U","O","Clan_ancestor","Clans_copies","Clans_clustering","Clans_transfer","Clans_GC","median_ClanLen","mean_ClanLen"
"CL0016",0.0924955465437583,0.0698459044351399,0.0353135112436695,0.0681969530337628,0.00918395597912039,0.0674656733729454,0.0356354657487783,0.0663899395175478,0.0290030847296757,0.0503891435415371,0.108414311699467,0.0445086016785873,0.0197065704035984,0.0438484368847179,0.0485060587054642,0.05042664364749,0.0439749808496224,0.015821078257219,0.0357738496141715,0.0651002899438027,0,0,"preLUCA",2,0.839947326511383,0.19873745,0.480571975930727,235,222.1490751
"CL0304",0.0869096099822222,0.0568869299788889,0.0335257265133333,0.0710513979966667,0.0204256960977778,0.0734776724122222,0.0328359074811111,0.0653695161477778,0.0214032941011111,0.0667892968533333,0.11028100041,0.03687140033,0.0223212821,0.0378612410766667,0.0484484223355556,0.0538979965933333,0.0421541102655556,0.0108610692755556,0.0295976297477778,0.0790308003544444,0,0,"preLUCA",2,0.934454259672527,0.1401927375,0.474955829358009,110,109.7089338
"CL0219",0.0814352132649599,0.0727769540232474,0.0383407103583721,0.0600153339745788,0.0123375905301008,0.0651940865844454,0.0333113959407644,0.0669391844752732,0.0275988587265262,0.0613267489894934,0.0946174588372079,0.0639721968347322,0.0186094834599964,0.0396292005268402,0.0399612578495864,0.053834258391643,0.0501794456230904,0.0162956747412596,0.0358066577508001,0.0678182888238029,0,0,"preLUCA",11,0.887145768834603,0.195705822,0.462957951287183,148,148.7071903
"CL0221",0.0742944156208955,0.0609994625940299,0.0382350286835821,0.0670923479552239,0.00831478795522388,0.0726234477014925,0.0308161284119403,0.0866007621820896,0.0218371255522388,0.0735927182865672,0.0836055048686567,0.0623918772208955,0.0191282234656716,0.0470364718477612,0.033206447838806,0.0538929955701493,0.0539270145432836,0.00809404888059702,0.0283122160567164,0.0759989743164179,0,0,"LUCA",3,0.791318812871631,0.1050912125,0.456637249598073,71,75.50335021
"CL0027",0.064222633,0.073422566,0.038467138,0.062857815,0.013722666,0.054332462,0.035207232,0.063830751,0.027243042,0.07238996,0.104316127,0.074902918,0.017008386,0.050560485,0.041457042,0.055206369,0.042610684,0.011343438,0.035631278,0.061267008,0,0,"postLUCA",1,0.897997068717471,0.50936,0.421186121732111,206,184.6125
"PF00079",0.107080906,0.047644361,0.044443161,0.062634135,0.004272478,0.069544648,0.033545363,0.065896706,0.014565595,0.045808657,0.093943081,0.049002637,0.028355935,0.055673985,0.049877169,0.059941048,0.064264067,0.012551195,0.027651978,0.063302895,0,0,"postLUCA",1,0.925609422133176,0.1572585,0.477989821453297,363,316.6716205
"PF00080",0.097976108,0.026121242,0.042469217,0.076398298,0.017036373,0.048066198,0.024540918,0.148851771,0.060918304,0.048361511,0.059463687,0.04490555,0.014318695,0.029279895,0.055143736,0.053505546,0.064617699,0.006959811,0.013035679,0.068029763,0,0,"postLUCA",1,1.07546972548201,0.144786,0.556642537277499,132,130.515625
"PF00081",0.095304025,0.020248293,0.076061165,0.050210837,0.002546734,0.074480864,0.025136619,0.058498449,0.078238175,0.050759964,0.105295179,0.054660797,0.020923002,0.034615307,0.046365385,0.049201503,0.051061048,0.017367714,0.050097735,0.038927205,0,0,"LUCA",1,0.742576323320079,0.135893,0.432338942265159,83,83.16293702
"PF00082",0.119476601,0.031890903,0.055980973,0.073487488,0.008424581,0.03546611,0.025404249,0.117540483,0.020483669,0.054950411,0.06129036,0.029794516,0.016169128,0.026597265,0.049029033,0.082736172,0.064502982,0.012567173,0.033968077,0.080239827,0,0,"LUCA",1,0.958515109287355,0.27758,0.53080119412619,260,260.5582295
"CL0015",0.112537258452701,0.0377047910429805,0.0232226314187588,0.023341513209279,0.00848359136453103,0.0244424482086764,0.0244076961845752,0.094420930931914,0.0107720847334806,0.075249132056437,0.137749482979514,0.0276316097330789,0.0328316261914039,0.0741505512837919,0.0375544866991364,0.0649971861074513,0.0525146706240209,0.0229218744101225,0.0329768324083149,0.0820896013374171,0,0,"preLUCA",2,1.04782040072634,0.204333713333333,0.474416068836377,332,305.0072408
"CL0172",0.085442790334581,0.0524380821270534,0.0363487600675816,0.063956922816178,0.0172681083543356,0.0702177730274485,0.0419734483387399,0.0660178250465793,0.0201141860983572,0.0558218009072572,0.0899217200580162,0.0539255809396964,0.0194048608220004,0.0425044795231857,0.0524398260120607,0.0541982527267623,0.0499293555888958,0.0171272538733624,0.0363050779182782,0.0746438959686005,0.0000080233056768559,0,"preLUCA",5,0.918211334592968,0.166283387625,0.474968720356114,107,109.7958739
"CL0124",0.0856105092790887,0.0454270588624898,0.0480889378624898,0.0648109824898291,0.00771146806672091,0.0571549137729862,0.035708168270952,0.0944250409755899,0.0164269100260374,0.0595828698779495,0.0775721548209927,0.0599673340016273,0.0208905221415785,0.0372528190829943,0.0446672540358015,0.0620483248071603,0.0593087012172498,0.0114091190659072,0.0404472291497152,0.0714896833954435,0,0,"LUCA",1,0.821442797249399,0.1509901125,0.488356553191541,141,176.2188557
"CL0128",0.100255664267189,0.0763670110651387,0.032010534420386,0.0725062379813028,0.00764611620566948,0.0625316569264174,0.0331313864505428,0.0787945400229192,0.0183434583208685,0.0566815083244873,0.0946858859650181,0.0405496249650181,0.0224342023365501,0.0384778666103739,0.0396763864981906,0.0608742653926417,0.0524177648341375,0.0118586407448733,0.0259833108094089,0.0747739375114596,0,0,"preLUCA",4,0.991898742913589,0.141905045,0.501651245970067,112,132.4634756
"CL0361",0.100309537458333,0.0570231330069444,0.0309018118958333,0.0463541898125,0.0220602665208333,0.0653710034097222,0.0297988823680556,0.0510797192708333,0.0363808464305556,0.0442303025,0.0942486554166667,0.0809947637013889,0.0247421687361111,0.017903891875,0.0663641807222222,0.0681780225208333,0.0496225989097222,0.00645624734027778,0.0407626065138889,0.0672171731111111,0,0,"modern",NA,0.725268024679441,0.0921633,0.454069573674389,120,81.0604333
"PF00101",0.073473938,0.069841049,0.0361995,0.059280787,0.01808482,0.072598063,0.057489226,0.055070617,0.026883379,0.061749161,0.072488579,0.030924346,0.024026834,0.042360482,0.054433618,0.060385584,0.050591713,0.024624021,0.047327089,0.062167193,0,0,"modern",1,0.990987190930844,0.179425,0.469811541613017,96,92.77469991
"CL0031",0.101567850281382,0.0641840841322662,0.0335994419831508,0.0645182785964617,0.0163582115122157,0.0684752848550969,0.035090292525695,0.075136742252738,0.0290709104279697,0.0569289536807077,0.0946113098374052,0.0463801911769166,0.0223294472013479,0.0322122544397641,0.0429926155315922,0.0520143877885425,0.0509061624894692,0.0128776659620893,0.0276068221558551,0.0731390935492839,0.000000144945240101095,0,"preLUCA",3,0.879554066515881,0.1762727,0.502462370694942,95,105.6089895
"CL0046",0.122615312954694,0.0489952689042503,0.0312994044609995,0.05732141506539,0.0145901661728164,0.0579833942863148,0.0331657132718356,0.0953447916095283,0.022619239170014,0.0566075738439981,0.0914109753848669,0.0377738562041102,0.0246652026099953,0.0350665998851004,0.0445358326300794,0.0656359908738907,0.0550816526151331,0.00961637024194302,0.0256967158650163,0.0699745237431107,0,0,"preLUCA",2,0.842738488656396,0.164834576923077,0.520887147341649,121,156.4454043
"CL0486",0.0769077646592798,0.0573518785180055,0.032558182734072,0.061932542631579,0.0584817050747922,0.067486747634349,0.0350869764903047,0.0917554563019391,0.0212979765263158,0.056154454900277,0.0774171866094183,0.0424913848144044,0.0297828383213296,0.0288095672853186,0.0504551820055402,0.0463205648642659,0.0592258981274238,0.00680158616620499,0.020933876501385,0.0787482307146814,0,0,"preLUCA",5,0.79348009549931,0.1849179,0.507112989874093,73,71.7086765
"CL0125",0.0821805873624842,0.0562657640073933,0.0469706414347275,0.0626062264036755,0.0146235694490917,0.0522346691765948,0.0364975444376848,0.0796626019621884,0.027398724839248,0.0520157070116181,0.0849616752068019,0.0454256836016054,0.0200916359712716,0.042022747052387,0.0451667531499789,0.062192192666033,0.0537188859995775,0.0211205037055344,0.0471340238639628,0.0677098626176595,0,0,"preLUCA",3,0.912286123364846,0.181965216666667,0.477323334368245,109,123.9872214
"CL0327",0.104362682775369,0.0470451949891626,0.0507804552157635,0.0571079321320197,0.010172249008867,0.0515938875192118,0.0464266719615763,0.084410949955665,0.00875950152118227,0.0510240647517241,0.0762223197546798,0.0359611558433498,0.0153722916157635,0.0294050623123153,0.0431632900689655,0.0797150234197044,0.0872545951448276,0.0143542451832512,0.0333841496650246,0.0734842770403941,0,0,"LUCA",5,0.938655123590888,0.225310227777778,0.510758153981768,106,113.0954572
"CL0714",0.108873855571579,0.0362147698726316,0.0226698777105263,0.0161213988347368,0.00472226175368421,0.0177155840894737,0.0185170075136842,0.0942906452526316,0.0267729063736842,0.0704435341757895,0.147833315376842,0.0195251678831579,0.0417115063505263,0.0793136177231579,0.0426633055357895,0.0479479038536842,0.0565232158463158,0.0344252547242105,0.0333229194926316,0.0803919518642105,0,0,"postLUCA",2,1.03436513400489,0.201830166666667,0.466024967769712,444,421.1027054
"CL0026",0.0712608803651832,0.0367019757945026,0.0502610016950262,0.0525526989437173,0.00953312318848168,0.0539476966164922,0.0309849090641361,0.0896513314842932,0.0363343091374346,0.0552328237617801,0.0666000985222513,0.0410892490759162,0.0309782747866492,0.0443412073625654,0.0593829206989529,0.0570492398520942,0.0724638295706806,0.0162124206557592,0.0393968745458115,0.0860251352958115,0,0,"preLUCA",3,0.866090972702974,0.194095695625,0.478206036303062,101,97.55722057
"CL0014",0.0905779544941177,0.0535073644153215,0.037071844178933,0.0633012479222982,0.0103451510284542,0.0645128391636115,0.0322443027083447,0.0890712515677155,0.0281284763994528,0.0550900067346101,0.0961877237499316,0.0421181412911081,0.0188262644030096,0.0421444917915185,0.0512463686905609,0.0526283223920657,0.0511408634560876,0.0148611054853625,0.0339121781075239,0.0730841018875513,0,0,"preLUCA",4,0.844649208422596,0.154160339473684,0.498126821688531,184,185.6159191
"PF00118",0.118335006,0.041586235,0.032696639,0.068700852,0.004585189,0.089541498,0.028362629,0.084018088,0.009231443,0.073906737,0.086884668,0.07724927,0.023575425,0.015904833,0.024576274,0.04668055,0.061808491,0.001637387,0.012526746,0.098192039,0,0,"modern",1,0.724638131188913,0.02686985,0.486760686671429,500,464.9270452
"PF00119",0.085859977,0.025557801,0.030543,0.014336058,0.004827246,0.028049807,0.018062783,0.076401837,0.015484874,0.098416993,0.147295531,0.032354108,0.039444942,0.096040581,0.04546653,0.048481876,0.052632975,0.017368426,0.028360169,0.095014485,0,0,"modern",1,1.12510966896132,0.0949258,0.409819593973404,214,212.3173643
"CL0286",0.0846411180450085,0.0733852885773266,0.0340456638277496,0.0618131822013536,0.0110387968680203,0.0749108222087986,0.0343125221516074,0.0720178587813875,0.0289123720619289,0.0494849897401015,0.102119082627073,0.0362027598879865,0.0200016005654822,0.0380336364984772,0.0578351192714044,0.0552093703035533,0.0517279660067682,0.0168614164338409,0.034277140728934,0.0631692929184433,0,0,"LUCA",8,0.824017473887821,0.08766964375,0.489140554946291,294,304.6171512
"PF00122",0.11501917,0.04649784,0.020972879,0.046427572,0.009066967,0.060361929,0.027997957,0.086795621,0.007541152,0.077629974,0.099452252,0.040848541,0.021900612,0.027047908,0.048106829,0.06162675,0.067331528,0.00749831,0.011296178,0.11658003,0,0,"LUCA",1,0.974106652299764,0.2170235,0.516775850811168,181,179.8200616
"PF00124",0.096438926,0.032879195,0.038384237,0.019578143,0.009608647,0.035321218,0.021659317,0.104620962,0.028649712,0.074020149,0.109727391,0.007905105,0.026996522,0.086482018,0.045395612,0.061138688,0.050875478,0.046259971,0.039135306,0.064923404,0,0,"modern",1,0.930004981798787,0.1969275,0.484887082462719,254,266.3005587
"CL0123",0.0843385614968023,0.0809997162527582,0.032899165853492,0.0523877234432441,0.00881015437516243,0.0773568632400948,0.0411216341108365,0.0619055064222234,0.0202743405867455,0.0610626480931027,0.113852280772365,0.0636088058620277,0.0198414230507555,0.0308790302116085,0.033881900149005,0.0596756635543354,0.0510638462402477,0.0129231107641858,0.0316296564876806,0.0614879691077025,0.0000000103141641399343,0,"preLUCA",23,0.811578396562773,0.200067260869565,0.46078873478468,59,64.179564
"CL0536",0.0760421934709677,0.0526408417445161,0.0595208913316129,0.0535509363935484,0.0186178340141935,0.0659034964503226,0.0306211789019355,0.0844599279419355,0.0265405219612903,0.0758657224941935,0.0839428462245161,0.0547024125083871,0.0201036349006452,0.0386874820154839,0.0266938626477419,0.0654191580774194,0.0481202528967742,0.0124954727483871,0.0363981130619355,0.06967321928,0,0,"preLUCA",2,0.640500045599026,0.23971725,0.479647004864595,35,37.52123979
"CL0039",0.0838630753379221,0.0595866315353247,0.0363361439414286,0.0619447181935065,0.0125870578311688,0.0741491695802597,0.0332423408958442,0.0683143781802597,0.0268845594748052,0.0594149753401299,0.0944311814446753,0.0589758167441558,0.0210130733090909,0.0435242411964935,0.0440344270896104,0.0535930498327273,0.0485140080002597,0.0136615955550649,0.0376013676955844,0.0683281887080519,0,0,"preLUCA",16,0.850584664829627,0.1052350453125,0.468856587070137,176,215.3376544
"CL0028",0.104088559714747,0.0568780713894496,0.0375773231218414,0.0615996265620825,0.00940344073834592,0.0492630583966381,0.0370176319185667,0.0874138595286814,0.0262535447480032,0.0478483725146311,0.0914656787908437,0.0368580029825007,0.0188252200829945,0.0401390867058888,0.058994118573664,0.0587055956484897,0.0522979156108771,0.018343837054059,0.0374050903051481,0.0696219656228217,0,0.000000000949985477781005,"preLUCA",7,0.917783454350019,0.212444141129032,0.511519748936463,202,192.4104211
"CL0194",0.068592048,0.066381301,0.034459379,0.058575262,0.009581635,0.081460527,0.030845478,0.064501075,0.017781943,0.071127772,0.084747372,0.084908821,0.019407176,0.037691136,0.040518231,0.055143945,0.045300734,0.010329984,0.047052771,0.071593411,0,0,"LUCA",1,0.875031462754369,0.06795315,0.447986312262984,348,300.0954262
"PF00137",0.187968314,0.020711303,0.012274064,0.008768948,0.007483164,0.039158115,0.025822417,0.157508535,0.001772674,0.12365941,0.122529628,0.019787608,0.036231848,0.047083832,0.025288727,0.043427641,0.034331089,0.001564124,0.013192012,0.071436547,0,0,"postLUCA",1,1.16134475456116,0.1003584,0.551768779475377,60,59.86502826
"PF00140",0.077933096,0.084045523,0.011707488,0.060997709,0.000673132,0.145233767,0.04378556,0.054658587,0.005749436,0.077471361,0.129758688,0.06186833,0.033364533,0.009337619,0.038122351,0.032368743,0.035190612,0.001261427,0.040269698,0.05620234,0,0,"postLUCA",1,0.514515674658958,0.05797045,0.460501842428496,32,31.33833079
"CL0617",0.096477267518732,0.059750398056196,0.0482649934726225,0.0770364486210375,0.00252238935158501,0.0614719076066282,0.0344221077103746,0.0906055240835735,0.0226432870302594,0.0443830106743516,0.08973500079683,0.0309066159682997,0.020484618056196,0.0449952417853026,0.0549273847492795,0.0557544872363112,0.0593458216354467,0.021906873407781,0.0269607725518732,0.0574058485778098,0,0,"postLUCA",1,0.936260001958619,0.29673,0.524581350386622,309,313.9472704
"CL0013",0.0999582116735351,0.0501110683232453,0.0454039336142949,0.0559971946413393,0.00762171766902769,0.0493207104803606,0.0325146591171925,0.0902108959890534,0.0184369726567933,0.0518097629555699,0.0930667566645203,0.0474251269735995,0.0261488318570509,0.0360034649806825,0.0473111892807469,0.0671282954114617,0.0650071829336768,0.0116112732176433,0.0344798909568577,0.0704328607205409,0,0,"LUCA",1,0.868102303886978,0.163121783333333,0.491656671017831,285,276.8091978
"CL0425",0.117626097026801,0.0288238991088777,0.0211320078592965,0.0230924444556114,0.00568968281574539,0.0289601691088777,0.0213284038659967,0.0898207649279732,0.0147837029128978,0.0775847646247906,0.141869157599665,0.0267394872093802,0.0380955700737018,0.0747583033299832,0.0434768108442211,0.0595727120050251,0.0469549108978224,0.021882864239531,0.032496767239531,0.0853114808860971,0,0,"preLUCA",2,1.05746156038891,0.1229754,0.467632491036906,291,279.8916934
